bank_entry_id,end_to_end_id,amount,currency,booking_date,description,bank_account,reference,scenario
BNK-C02-000656,E2E-C02-000000656,201.74,BRL,2026-02-28,Synthetic bank statement line REF-C02-000656,BANK-C02-009,REF-C02-000656,amount_tolerance_candidate
BNK-C02-000657,E2E-C02-000000657,185.27,BRL,2026-03-01,Synthetic bank statement line REF-C02-000657,BANK-C02-001,REF-C02-000657,bank_statement_match_candidate
BNK-C02-000658,E2E-C02-000000658,916.10,BRL,2026-03-02,Synthetic bank statement line REF-C02-000658,BANK-C02-002,REF-C02-000658,bank_statement_match_candidate
BNK-C02-000659,E2E-C02-000000659,449.23,BRL,2026-03-03,Synthetic bank statement line REF-C02-000659,BANK-C02-003,REF-C02-000659,bank_statement_match_candidate
BNK-C02-000660,E2E-C02-000000660,225.74,USD,2026-03-05,Synthetic bank statement line REF-C02-000660,BANK-C02-004,REF-C02-000660,bank_statement_match_candidate
BNK-C02-000661,E2E-C02-000000661,678.35,BRL,2026-03-05,Synthetic bank statement line REF-C02-000661,BANK-C02-005,REF-C02-000661,bank_statement_match_candidate
BNK-C02-000662,E2E-C02-000000662,444.57,BRL,2026-03-06,Synthetic bank statement line REF-C02-000662,BANK-C02-006,REF-C02-000662,bank_statement_match_candidate
BNK-C02-000663,E2E-C02-000000663,543.63,BRL,2026-03-07,Synthetic bank statement line REF-C02-000663,BANK-C02-007,REF-C02-000663,bank_statement_match_candidate
BNK-C02-000664,,528.93,BRL,2026-03-08,Synthetic bank statement line REF-C02-000664,BANK-C02-008,REF-C02-000664,missing_e2e_uses_reference_fallback
BNK-C02-000665,E2E-C02-000000665,763.29,BRL,2026-03-09,Synthetic bank statement line REF-C02-000665,BANK-C02-009,REF-C02-000665,bank_statement_match_candidate
BNK-C02-000666,E2E-C02-000000666,-54.36,BRL,2026-03-10,Synthetic bank statement line REF-C02-000666,BANK-C02-001,REF-C02-000666,bank_statement_match_candidate
BNK-C02-000667,E2E-C02-000000667,194.91,BRL,2026-03-11,Synthetic bank statement line REF-C02-000667,BANK-C02-002,REF-C02-000667,bank_statement_match_candidate
BNK-C02-000668,E2E-C02-000000668,506.39,BRL,2026-03-12,Synthetic bank statement line REF-C02-000668,BANK-C02-003,REF-C02-000668,bank_statement_match_candidate
BNK-C02-000669,E2E-C02-000000669,219.44,BRL,2026-03-13,Synthetic bank statement line REF-C02-000669,BANK-C02-004,REF-C02-000669,bank_statement_match_candidate
BNK-C02-000670,E2E-C02-000000670,454.48,BRL,2026-03-14,Synthetic bank statement line REF-C02-000670,BANK-C02-005,REF-C02-000670,amount_mismatch_outside_tolerance
BNK-C02-000671,E2E-C02-000000671,882.43,BRL,2026-03-16,Synthetic bank statement line REF-C02-000671,BANK-C02-006,REF-C02-000671,bank_statement_match_candidate
BNK-C02-000672,E2E-C02-000000672,671.03,EUR,2026-02-02,Synthetic bank statement line REF-C02-000672,BANK-C02-007,REF-C02-000672,bank_statement_match_candidate
BNK-C02-000673,E2E-C02-000000673,178.87,BRL,2026-02-03,Synthetic bank statement line REF-C02-000673,BANK-C02-008,REF-C02-000673,bank_statement_match_candidate
BNK-C02-000674,E2E-C02-000000674,519.72,BRL,2026-02-04,Synthetic bank statement line REF-C02-000674,BANK-C02-009,REF-C02-000674,bank_statement_match_candidate
BNK-C02-000675,E2E-C02-000000675,137.94,BRL,2026-02-05,Synthetic bank statement line REF-C02-000675,BANK-C02-001,REF-C02-000675,bank_statement_match_candidate
BNK-C02-000676,E2E-C02-000000676,472.21,BRL,2026-02-06,Synthetic bank statement line REF-C02-000676,BANK-C02-002,REF-C02-000676,bank_statement_match_candidate
BNK-C02-000677,E2E-C02-000000677,541.51,BRL,2026-02-07,Synthetic bank statement line REF-C02-000677,BANK-C02-003,REF-C02-000677,bank_statement_match_candidate
BNK-C02-000678,E2E-C02-000000678,476.17,BRL,2026-02-08,Synthetic bank statement line REF-C02-000678,BANK-C02-004,REF-C02-000678,bank_statement_match_candidate
BNK-C02-000679,E2E-C02-000000679,868.42,BRL,2026-02-09,Synthetic bank statement line REF-C02-000679,BANK-C02-005,REF-C02-000679,bank_statement_match_candidate
BNK-C02-000680,E2E-C02-000000680,356.53,BRL,2026-02-10,Synthetic bank statement line REF-C02-000680,BANK-C02-006,REF-C02-000680,bank_statement_match_candidate
BNK-C02-000681,E2E-C02-000000681,769.43,BRL,2026-02-11,Synthetic bank statement line REF-C02-000681,BANK-C02-007,REF-C02-000681,bank_statement_match_candidate
BNK-C02-000682,E2E-C02-000000682,261.68,BRL,2026-02-13,Synthetic bank statement line REF-C02-000682,BANK-C02-008,REF-C02-000682,bank_statement_match_candidate
BNK-C02-000683,E2E-C02-000000683,523.16,BRL,2026-02-13,Synthetic bank statement line REF-C02-000683,BANK-C02-009,REF-C02-000683,bank_statement_match_candidate
BNK-C02-000684,E2E-C02-000000684,42.50,BRL,2026-02-14,Synthetic bank statement line REF-C02-000684,BANK-C02-001,REF-C02-000684,bank_statement_match_candidate
BNK-C02-000685,E2E-C02-000000685,315.99,BRL,2026-02-15,Synthetic bank statement line REF-C02-000685,BANK-C02-002,REF-C02-000685,bank_statement_match_candidate
BNK-C02-000686,E2E-C02-000000686,809.59,BRL,2026-02-16,Synthetic bank statement line REF-C02-000686,BANK-C02-003,REF-C02-000686,bank_statement_match_candidate
BNK-C02-000687,E2E-C02-000000687,875.94,BRL,2026-02-17,Synthetic bank statement line REF-C02-000687,BANK-C02-004,REF-C02-000687,bank_statement_match_candidate
BNK-C02-000688,E2E-C02-000000688,841.10,BRL,2026-02-18,Synthetic bank statement line REF-C02-000688,BANK-C02-005,REF-C02-000688,bank_statement_match_candidate
BNK-C02-000689,E2E-C02-000000689,881.19,BRL,2026-02-19,Synthetic bank statement line REF-C02-000689,BANK-C02-006,REF-C02-000689,bank_statement_match_candidate
BNK-C02-000690,E2E-C02-000000690,807.79,BRL,2026-02-20,Synthetic bank statement line REF-C02-000690,BANK-C02-007,REF-C02-000690,bank_statement_match_candidate
BNK-C02-000691,E2E-C02-000000691,258.52,BRL,2026-02-21,Synthetic bank statement line REF-C02-000691,BANK-C02-008,REF-C02-000691,bank_statement_match_candidate
BNK-C02-000692,E2E-C02-000000692,527.38,BRL,2026-02-22,Synthetic bank statement line REF-C02-000692,BANK-C02-009,REF-C02-000692,bank_statement_match_candidate
BNK-C02-000693,E2E-C02-000000693,664.27,BRL,2026-02-24,Synthetic bank statement line REF-C02-000693,BANK-C02-001,REF-C02-000693,bank_statement_match_candidate
BNK-C02-000694,E2E-C02-000000694,603.21,BRL,2026-02-24,Synthetic bank statement line REF-C02-000694,BANK-C02-002,REF-C02-000694,bank_statement_match_candidate
BNK-C02-000695,E2E-C02-000000695,38.58,BRL,2026-02-25,Synthetic bank statement line REF-C02-000695,BANK-C02-003,REF-C02-000695,bank_statement_match_candidate
BNK-C02-000696,E2E-C02-000000696,725.90,USD,2026-02-26,Synthetic bank statement line REF-C02-000696,BANK-C02-004,REF-C02-000696,bank_statement_match_candidate
BNK-C02-000697,E2E-C02-000000697,305.10,BRL,2026-02-27,Synthetic bank statement line REF-C02-000697,BANK-C02-005,REF-C02-000697,amount_tolerance_candidate
BNK-C02-000698,E2E-C02-000000698,914.79,BRL,2026-02-28,Synthetic bank statement line REF-C02-000698,BANK-C02-006,REF-C02-000698,bank_statement_match_candidate
BNK-C02-000699,E2E-C02-000000699,36.65,BRL,2026-03-01,Synthetic bank statement line REF-C02-000699,BANK-C02-007,REF-C02-000699,bank_statement_match_candidate
BNK-C02-000700,E2E-C02-000000700,561.16,BRL,2026-03-02,Synthetic bank statement line REF-C02-000700,BANK-C02-008,REF-C02-000700,bank_statement_match_candidate
BNK-C02-000701,E2E-C02-000000701,219.11,BRL,2026-03-03,Synthetic bank statement line REF-C02-000701,BANK-C02-009,REF-C02-000701,bank_statement_match_candidate
BNK-C02-000702,E2E-C02-000000702,370.25,BRL,2026-03-04,Synthetic bank statement line REF-C02-000702,BANK-C02-001,REF-C02-000702,bank_statement_match_candidate
BNK-C02-000703,E2E-C02-000000703,-35.87,BRL,2026-03-05,Synthetic bank statement line REF-C02-000703,BANK-C02-002,REF-C02-000703,bank_statement_match_candidate
BNK-C02-000704,E2E-C02-000000704,682.00,BRL,2026-03-07,Synthetic bank statement line REF-C02-000704,BANK-C02-003,REF-C02-000704,bank_statement_match_candidate
BNK-C02-000705,E2E-C02-000000705,307.21,BRL,2026-03-07,Synthetic bank statement line REF-C02-000705,BANK-C02-004,REF-C02-000705,bank_statement_match_candidate
BNK-C02-000706,E2E-C02-000000706,234.88,BRL,2026-03-08,Synthetic bank statement line REF-C02-000706,BANK-C02-005,REF-C02-000706,bank_statement_match_candidate
BNK-C02-000707,E2E-C02-000000707,480.41,BRL,2026-03-09,Synthetic bank statement line REF-C02-000707,BANK-C02-006,REF-C02-000707,bank_statement_match_candidate
BNK-C02-000708,E2E-C02-000000708,384.04,EUR,2026-03-10,Synthetic bank statement line REF-C02-000708,BANK-C02-007,REF-C02-000708,bank_statement_match_candidate
BNK-C02-000709,E2E-C02-000000709,277.33,BRL,2026-03-11,Synthetic bank statement line REF-C02-000709,BANK-C02-008,REF-C02-000709,bank_statement_match_candidate
BNK-C02-000710,E2E-C02-000000710,930.38,BRL,2026-03-12,Synthetic bank statement line REF-C02-000710,BANK-C02-009,REF-C02-000710,bank_statement_match_candidate
BNK-C02-000711,E2E-C02-000000711,254.02,BRL,2026-03-13,Synthetic bank statement line REF-C02-000711,BANK-C02-001,REF-C02-000711,bank_statement_match_candidate
BNK-C02-000712,E2E-C02-000000712,874.72,BRL,2026-03-14,Synthetic bank statement line REF-C02-000712,BANK-C02-002,REF-C02-000712,bank_statement_match_candidate
BNK-C02-000713,E2E-C02-000000713,278.55,BRL,2026-03-15,Synthetic bank statement line REF-C02-000713,BANK-C02-003,REF-C02-000713,bank_statement_match_candidate
BNK-C02-000714,E2E-C02-000000714,180.02,BRL,2026-02-02,Synthetic bank statement line REF-C02-000714,BANK-C02-004,REF-C02-000714,bank_statement_match_candidate
BNK-C02-000715,E2E-C02-000000715,481.15,BRL,2026-02-04,Synthetic bank statement line REF-C02-000715,BANK-C02-005,REF-C02-000715,bank_statement_match_candidate
BNK-C02-000716,E2E-C02-000000716,20.55,BRL,2026-02-04,Synthetic bank statement line REF-C02-000716,BANK-C02-006,REF-C02-000716,bank_statement_match_candidate
BNK-C02-000717,E2E-C02-000000717,206.60,BRL,2026-02-05,Synthetic bank statement line REF-C02-000717,BANK-C02-007,REF-C02-000717,bank_statement_match_candidate
BNK-C02-000718,E2E-C02-000000718,186.24,BRL,2026-02-06,Synthetic bank statement line REF-C02-000718,BANK-C02-008,REF-C02-000718,bank_statement_match_candidate
BNK-C02-000719,E2E-C02-000000719,836.22,BRL,2026-02-07,Synthetic bank statement line REF-C02-000719,BANK-C02-009,REF-C02-000719,bank_statement_match_candidate
BNK-C02-000720,E2E-C02-000000720,578.61,BRL,2026-02-08,Synthetic bank statement line REF-C02-000720,BANK-C02-001,REF-C02-000720,bank_statement_match_candidate
BNK-C02-000721,E2E-C02-000000721,643.03,BRL,2026-02-09,Synthetic bank statement line REF-C02-000721,BANK-C02-002,REF-C02-000721,bank_statement_match_candidate
BNK-C02-000722,E2E-C02-000000722,692.66,BRL,2026-02-10,Synthetic bank statement line REF-C02-000722,BANK-C02-003,REF-C02-000722,bank_statement_match_candidate
BNK-C02-000723,E2E-C02-000000723,669.00,BRL,2026-02-11,Synthetic bank statement line REF-C02-000723,BANK-C02-004,REF-C02-000723,bank_statement_match_candidate
BNK-C02-000724,E2E-C02-000000724,565.82,BRL,2026-02-12,Synthetic bank statement line REF-C02-000724,BANK-C02-005,REF-C02-000724,bank_statement_match_candidate
BNK-C02-000725,E2E-C02-000000725,150.17,BRL,2026-02-13,Synthetic bank statement line REF-C02-000725,BANK-C02-006,REF-C02-000725,bank_statement_match_candidate
BNK-C02-000726,E2E-C02-000000726,751.79,BRL,2026-02-15,Synthetic bank statement line REF-C02-000726,BANK-C02-007,REF-C02-000726,bank_statement_match_candidate
BNK-C02-000727,E2E-C02-000000727,386.89,BRL,2026-02-15,Synthetic bank statement line REF-C02-000727,BANK-C02-008,REF-C02-000727,bank_statement_match_candidate
BNK-C02-000728,E2E-C02-000000728,475.71,BRL,2026-02-16,Synthetic bank statement line REF-C02-000728,BANK-C02-009,REF-C02-000728,bank_statement_match_candidate
BNK-C02-000729,E2E-C02-000000729,79.84,BRL,2026-02-17,Synthetic bank statement line REF-C02-000729,BANK-C02-001,REF-C02-000729,bank_statement_match_candidate
BNK-C02-000730,E2E-C02-000000730,372.33,BRL,2026-02-18,Synthetic bank statement line REF-C02-000730,BANK-C02-002,REF-C02-000730,bank_statement_match_candidate
BNK-C02-000731,E2E-C02-000000731,598.64,BRL,2026-02-19,Synthetic bank statement line REF-C02-000731,BANK-C02-003,REF-C02-000731,bank_statement_match_candidate
BNK-C02-000732,E2E-C02-000000732,524.27,USD,2026-02-20,Synthetic bank statement line REF-C02-000732,BANK-C02-004,REF-C02-000732,bank_statement_match_candidate
BNK-C02-000733,E2E-C02-000000733,49.59,BRL,2026-02-21,Synthetic bank statement line REF-C02-000733,BANK-C02-005,REF-C02-000733,bank_statement_match_candidate
BNK-C02-000734,E2E-C02-000000734,720.87,BRL,2026-02-22,Synthetic bank statement line REF-C02-000734,BANK-C02-006,REF-C02-000734,bank_statement_match_candidate
BNK-C02-000735,E2E-C02-000000735,469.32,BRL,2026-02-23,Synthetic bank statement line REF-C02-000735,BANK-C02-007,REF-C02-000735,bank_statement_match_candidate
BNK-C02-000736,E2E-C02-000000736,725.77,BRL,2026-02-24,Synthetic bank statement line REF-C02-000736,BANK-C02-008,REF-C02-000736,bank_statement_match_candidate
BNK-C02-000737,E2E-C02-000000737,35.39,BRL,2026-02-26,Synthetic bank statement line REF-C02-000737,BANK-C02-009,REF-C02-000737,amount_mismatch_outside_tolerance
BNK-C02-000738,E2E-C02-000000738,902.23,BRL,2026-02-26,Synthetic bank statement line REF-C02-000738,BANK-C02-001,REF-C02-000738,amount_tolerance_candidate
BNK-C02-000739,E2E-C02-000000739,565.24,BRL,2026-02-27,Synthetic bank statement line REF-C02-000739,BANK-C02-002,REF-C02-000739,bank_statement_match_candidate
BNK-C02-000740,E2E-C02-000000740,-55.33,BRL,2026-02-28,Synthetic bank statement line REF-C02-000740,BANK-C02-003,REF-C02-000740,bank_statement_match_candidate
BNK-C02-000741,E2E-C02-000000741,400.78,BRL,2026-03-01,Synthetic bank statement line REF-C02-000741,BANK-C02-004,REF-C02-000741,bank_statement_match_candidate
BNK-C02-000742,E2E-C02-000000742,918.67,BRL,2026-03-02,Synthetic bank statement line REF-C02-000742,BANK-C02-005,REF-C02-000742,bank_statement_match_candidate
BNK-C02-000743,E2E-C02-000000743,403.91,BRL,2026-03-03,Synthetic bank statement line REF-C02-000743,BANK-C02-006,REF-C02-000743,bank_statement_match_candidate
BNK-C02-000744,E2E-C02-000000744,558.10,EUR,2026-03-04,Synthetic bank statement line REF-C02-000744,BANK-C02-007,REF-C02-000744,bank_statement_match_candidate
BNK-C02-000745,E2E-C02-000000745,564.36,BRL,2026-03-05,Synthetic bank statement line REF-C02-000745,BANK-C02-008,REF-C02-000745,bank_statement_match_candidate
BNK-C02-000746,E2E-C02-000000746,934.65,BRL,2026-03-06,Synthetic bank statement line REF-C02-000746,BANK-C02-009,REF-C02-000746,bank_statement_match_candidate
BNK-C02-000747,,419.93,BRL,2026-03-07,Synthetic bank statement line REF-C02-000747,BANK-C02-001,REF-C02-000747,missing_e2e_uses_reference_fallback
BNK-C02-000748,E2E-C02-000000748,694.85,BRL,2026-03-09,Synthetic bank statement line REF-C02-000748,BANK-C02-002,REF-C02-000748,bank_statement_match_candidate
BNK-C02-000749,E2E-C02-000000749,604.32,BRL,2026-03-09,Synthetic bank statement line REF-C02-000749,BANK-C02-003,REF-C02-000749,bank_statement_match_candidate
BNK-C02-000750,E2E-C02-000000750,931.04,BRL,2026-03-10,Synthetic bank statement line REF-C02-000750,BANK-C02-004,REF-C02-000750,bank_statement_match_candidate
BNK-C02-000751,E2E-C02-000000751,643.49,BRL,2026-03-11,Synthetic bank statement line REF-C02-000751,BANK-C02-005,REF-C02-000751,bank_statement_match_candidate
BNK-C02-000752,E2E-C02-000000752,520.78,BRL,2026-03-12,Synthetic bank statement line REF-C02-000752,BANK-C02-006,REF-C02-000752,bank_statement_match_candidate
BNK-C02-000753,E2E-C02-000000753,836.15,BRL,2026-03-13,Synthetic bank statement line REF-C02-000753,BANK-C02-007,REF-C02-000753,bank_statement_match_candidate
BNK-C02-000754,E2E-C02-000000754,195.02,BRL,2026-03-14,Synthetic bank statement line REF-C02-000754,BANK-C02-008,REF-C02-000754,bank_statement_match_candidate
BNK-C02-000755,E2E-C02-000000755,869.81,BRL,2026-03-15,Synthetic bank statement line REF-C02-000755,BANK-C02-009,REF-C02-000755,bank_statement_match_candidate
BNK-C02-000756,E2E-C02-000000756,537.12,BRL,2026-02-02,Synthetic bank statement line REF-C02-000756,BANK-C02-001,REF-C02-000756,bank_statement_match_candidate
BNK-C02-000757,E2E-C02-000000757,43.31,BRL,2026-02-03,Synthetic bank statement line REF-C02-000757,BANK-C02-002,REF-C02-000757,bank_statement_match_candidate
BNK-C02-000758,E2E-C02-000000758,477.97,BRL,2026-02-04,Synthetic bank statement line REF-C02-000758,BANK-C02-003,REF-C02-000758,bank_statement_match_candidate
BNK-C02-000759,E2E-C02-000000759,745.70,BRL,2026-02-06,Synthetic bank statement line REF-C02-000759,BANK-C02-004,REF-C02-000759,bank_statement_match_candidate
BNK-C02-000760,E2E-C02-000000760,591.31,BRL,2026-02-06,Synthetic bank statement line REF-C02-000760,BANK-C02-005,REF-C02-000760,bank_statement_match_candidate
BNK-C02-000761,E2E-C02-000000120,723.01,USD,2026-03-10,Synthetic bank statement line REF-C02-000120,BANK-C02-004,REF-C02-000120,duplicate_bank_line
BNK-C02-000762,E2E-C02-000000121,550.30,BRL,2026-03-11,Synthetic bank statement line REF-C02-000121,BANK-C02-005,REF-C02-000121,duplicate_bank_line
BNK-C02-000763,E2E-C02-000000122,273.79,BRL,2026-03-12,Synthetic bank statement line REF-C02-000122,BANK-C02-006,REF-C02-000122,duplicate_bank_line
BNK-C02-000764,E2E-C02-000000123,224.22,BRL,2026-03-13,Synthetic bank statement line REF-C02-000123,BANK-C02-007,REF-C02-000123,duplicate_bank_line
BNK-C02-000765,E2E-C02-000000124,224.11,BRL,2026-03-14,Synthetic bank statement line REF-C02-000124,BANK-C02-008,REF-C02-000124,duplicate_bank_line
BNK-C02-000766,E2E-C02-000000125,560.31,BRL,2026-03-15,Synthetic bank statement line REF-C02-000125,BANK-C02-009,REF-C02-000125,duplicate_bank_line
BNK-C02-000767,E2E-C02-000000126,27.93,BRL,2026-02-02,Synthetic bank statement line REF-C02-000126,BANK-C02-001,REF-C02-000126,duplicate_bank_line
BNK-C02-000768,E2E-C02-000000127,877.66,BRL,2026-02-03,Synthetic bank statement line REF-C02-000127,BANK-C02-002,REF-C02-000127,duplicate_bank_line
BNK-C02-000769,E2E-C02-000000128,627.54,BRL,2026-02-04,Synthetic bank statement line REF-C02-000128,BANK-C02-003,REF-C02-000128,duplicate_bank_line
BNK-C02-000770,E2E-C02-000000129,130.59,BRL,2026-02-05,Synthetic bank statement line REF-C02-000129,BANK-C02-004,REF-C02-000129,duplicate_bank_line
BNK-C02-000771,E2E-C02-000000130,219.88,BRL,2026-02-06,Synthetic bank statement line REF-C02-000130,BANK-C02-005,REF-C02-000130,duplicate_bank_line
BNK-C02-000772,E2E-C02-000000131,708.54,BRL,2026-02-07,Synthetic bank statement line REF-C02-000131,BANK-C02-006,REF-C02-000131,duplicate_bank_line
BNK-C02-000773,E2E-C02-000000132,160.40,EUR,2026-02-08,Synthetic bank statement line REF-C02-000132,BANK-C02-007,REF-C02-000132,duplicate_bank_line
BNK-C02-000774,E2E-C02-000000133,135.03,BRL,2026-02-09,Synthetic bank statement line REF-C02-000133,BANK-C02-008,REF-C02-000133,duplicate_bank_line
BNK-C02-000775,E2E-C02-000000134,628.46,BRL,2026-02-10,Synthetic bank statement line REF-C02-000134,BANK-C02-009,REF-C02-000134,duplicate_bank_line
BNK-C02-000776,E2E-C02-000000135,804.39,BRL,2026-02-11,Synthetic bank statement line REF-C02-000135,BANK-C02-001,REF-C02-000135,duplicate_bank_line
BNK-C02-000777,E2E-C02-000000136,356.98,BRL,2026-02-12,Synthetic bank statement line REF-C02-000136,BANK-C02-002,REF-C02-000136,duplicate_bank_line
BNK-C02-000778,E2E-C02-000000137,111.74,BRL,2026-02-13,Synthetic bank statement line REF-C02-000137,BANK-C02-003,REF-C02-000137,duplicate_bank_line
BNK-C02-000779,E2E-C02-000000138,550.90,BRL,2026-02-14,Synthetic bank statement line REF-C02-000138,BANK-C02-004,REF-C02-000138,duplicate_bank_line
BNK-C02-000780,E2E-C02-000000139,394.76,BRL,2026-02-15,Synthetic bank statement line REF-C02-000139,BANK-C02-005,REF-C02-000139,duplicate_bank_line
BNK-C02-000781,E2E-C02-000000140,523.02,BRL,2026-02-16,Synthetic bank statement line REF-C02-000140,BANK-C02-006,REF-C02-000140,duplicate_bank_line
BNK-C02-000782,E2E-C02-000000141,507.30,BRL,2026-02-17,Synthetic bank statement line REF-C02-000141,BANK-C02-007,REF-C02-000141,duplicate_bank_line
BNK-C02-000783,E2E-C02-000000142,519.47,BRL,2026-02-18,Synthetic bank statement line REF-C02-000142,BANK-C02-008,REF-C02-000142,duplicate_bank_line
BNK-C02-000784,E2E-C02-000000143,148.13,BRL,2026-02-19,Synthetic bank statement line REF-C02-000143,BANK-C02-009,REF-C02-000143,duplicate_bank_line
BNK-C02-000785,E2E-C02-000000144,593.69,BRL,2026-02-20,Synthetic bank statement line REF-C02-000144,BANK-C02-001,REF-C02-000144,duplicate_bank_line
BNK-C02-000786,E2E-C02-000000145,76.72,BRL,2026-02-21,Synthetic bank statement line REF-C02-000145,BANK-C02-002,REF-C02-000145,duplicate_bank_line
BNK-C02-000787,E2E-C02-000000146,245.54,BRL,2026-02-22,Synthetic bank statement line REF-C02-000146,BANK-C02-003,REF-C02-000146,duplicate_bank_line
BNK-C02-000788,E2E-C02-000000147,922.23,BRL,2026-02-23,Synthetic bank statement line REF-C02-000147,BANK-C02-004,REF-C02-000147,duplicate_bank_line
BNK-C02-000789,E2E-C02-000000148,-5.25,BRL,2026-02-24,Synthetic bank statement line REF-C02-000148,BANK-C02-005,REF-C02-000148,duplicate_bank_line
BNK-C02-000790,E2E-C02-000000149,479.93,BRL,2026-02-25,Synthetic bank statement line REF-C02-000149,BANK-C02-006,REF-C02-000149,duplicate_bank_line
BNK-C02-000791,E2E-C02-000008791,-6.00,BRL,2026-02-15,Synthetic bank statement line REF-C02-008791,BANK-C02-008,BANKONLY-C02-000791,bank_fee_only
BNK-C02-000792,E2E-C02-000008792,-3.50,BRL,2026-02-16,Synthetic bank statement line REF-C02-008792,BANK-C02-009,BANKONLY-C02-000792,bank_fee_only
BNK-C02-000793,E2E-C02-000008793,-3.75,BRL,2026-02-17,Synthetic bank statement line REF-C02-008793,BANK-C02-001,BANKONLY-C02-000793,bank_fee_only
BNK-C02-000794,E2E-C02-000008794,-4.00,BRL,2026-02-18,Synthetic bank statement line REF-C02-008794,BANK-C02-002,BANKONLY-C02-000794,bank_fee_only
BNK-C02-000795,E2E-C02-000008795,-4.25,BRL,2026-02-19,Synthetic bank statement line REF-C02-008795,BANK-C02-003,BANKONLY-C02-000795,bank_fee_only
BNK-C02-000796,E2E-C02-000008796,-4.50,USD,2026-02-20,Synthetic bank statement line REF-C02-008796,BANK-C02-004,BANKONLY-C02-000796,bank_fee_only
BNK-C02-000797,E2E-C02-000008797,-4.75,BRL,2026-02-21,Synthetic bank statement line REF-C02-008797,BANK-C02-005,BANKONLY-C02-000797,bank_fee_only
BNK-C02-000798,E2E-C02-000008798,-5.00,BRL,2026-02-22,Synthetic bank statement line REF-C02-008798,BANK-C02-006,BANKONLY-C02-000798,bank_fee_only
BNK-C02-000799,E2E-C02-000008799,-5.25,BRL,2026-02-23,Synthetic bank statement line REF-C02-008799,BANK-C02-007,BANKONLY-C02-000799,bank_fee_only
BNK-C02-000800,E2E-C02-000008800,-5.50,BRL,2026-02-24,Synthetic bank statement line REF-C02-008800,BANK-C02-008,BANKONLY-C02-000800,bank_fee_only
BNK-C02-000801,E2E-C02-000008801,-5.75,BRL,2026-02-25,Synthetic bank statement line REF-C02-008801,BANK-C02-009,BANKONLY-C02-000801,bank_fee_only
BNK-C02-000802,E2E-C02-000008802,-6.00,BRL,2026-02-26,Synthetic bank statement line REF-C02-008802,BANK-C02-001,BANKONLY-C02-000802,bank_fee_only
BNK-C02-000803,E2E-C02-000008803,-3.50,BRL,2026-02-27,Synthetic bank statement line REF-C02-008803,BANK-C02-002,BANKONLY-C02-000803,bank_fee_only
BNK-C02-000804,E2E-C02-000008804,-3.75,BRL,2026-02-28,Synthetic bank statement line REF-C02-008804,BANK-C02-003,BANKONLY-C02-000804,bank_fee_only
BNK-C02-000805,E2E-C02-000008805,-4.00,BRL,2026-03-01,Synthetic bank statement line REF-C02-008805,BANK-C02-004,BANKONLY-C02-000805,bank_fee_only
BNK-C02-000806,E2E-C02-000008806,-4.25,BRL,2026-03-02,Synthetic bank statement line REF-C02-008806,BANK-C02-005,BANKONLY-C02-000806,bank_fee_only
BNK-C02-000807,E2E-C02-000008807,-4.50,BRL,2026-03-03,Synthetic bank statement line REF-C02-008807,BANK-C02-006,BANKONLY-C02-000807,bank_fee_only
BNK-C02-000808,E2E-C02-000008808,-4.75,EUR,2026-03-04,Synthetic bank statement line REF-C02-008808,BANK-C02-007,BANKONLY-C02-000808,bank_fee_only
BNK-C02-000809,E2E-C02-000008809,-5.00,BRL,2026-03-05,Synthetic bank statement line REF-C02-008809,BANK-C02-008,BANKONLY-C02-000809,bank_fee_only
BNK-C02-000810,E2E-C02-000008810,-5.25,BRL,2026-03-06,Synthetic bank statement line REF-C02-008810,BANK-C02-009,BANKONLY-C02-000810,bank_fee_only
BNK-C02-000811,E2E-C02-000008811,-5.50,BRL,2026-03-07,Synthetic bank statement line REF-C02-008811,BANK-C02-001,BANKONLY-C02-000811,bank_fee_only
BNK-C02-000812,E2E-C02-000008812,-5.75,BRL,2026-03-08,Synthetic bank statement line REF-C02-008812,BANK-C02-002,BANKONLY-C02-000812,bank_fee_only
BNK-C02-000813,E2E-C02-000008813,-6.00,BRL,2026-03-09,Synthetic bank statement line REF-C02-008813,BANK-C02-003,BANKONLY-C02-000813,bank_fee_only
BNK-C02-000814,E2E-C02-000008814,-3.50,BRL,2026-03-10,Synthetic bank statement line REF-C02-008814,BANK-C02-004,BANKONLY-C02-000814,bank_fee_only
BNK-C02-000815,E2E-C02-000008815,-3.75,BRL,2026-03-11,Synthetic bank statement line REF-C02-008815,BANK-C02-005,BANKONLY-C02-000815,bank_fee_only
BNK-C02-000816,E2E-C02-000008816,-4.00,BRL,2026-03-12,Synthetic bank statement line REF-C02-008816,BANK-C02-006,BANKONLY-C02-000816,bank_fee_only
BNK-C02-000817,E2E-C02-000008817,-4.25,BRL,2026-03-13,Synthetic bank statement line REF-C02-008817,BANK-C02-007,BANKONLY-C02-000817,bank_fee_only
BNK-C02-000818,E2E-C02-000008818,-4.50,BRL,2026-03-14,Synthetic bank statement line REF-C02-008818,BANK-C02-008,BANKONLY-C02-000818,bank_fee_only
BNK-C02-000819,E2E-C02-000008819,-4.75,BRL,2026-03-15,Synthetic bank statement line REF-C02-008819,BANK-C02-009,BANKONLY-C02-000819,bank_fee_only
