gateway_tx_id,reference,amount,currency,captured_at,description,authorization_code,scenario
GTW-C04-000677,REF-C04-000301,-50.07,BRL,2026-04-28T09:00:00Z,Synthetic gateway capture REF-C04-000301,AUTH-C04-000301,gateway_duplicate_reference
GTW-C04-000678,REF-C04-000302,382.73,BRL,2026-04-29T09:12:00Z,Synthetic gateway capture REF-C04-000302,AUTH-C04-000302,gateway_duplicate_reference
GTW-C04-000679,REF-C04-000303,553.71,BRL,2026-04-30T09:24:00Z,Synthetic gateway capture REF-C04-000303,AUTH-C04-000303,gateway_duplicate_reference
GTW-C04-000680,REF-C04-000304,1172.30,BRL,2026-05-01T09:36:00Z,Synthetic gateway capture REF-C04-000304,AUTH-C04-000304,gateway_duplicate_reference
GTW-C04-000681,REF-C04-000305,1171.09,BRL,2026-05-02T09:48:00Z,Synthetic gateway capture REF-C04-000305,AUTH-C04-000305,gateway_duplicate_reference
GTW-C04-000682,REF-C04-000306,512.85,BRL,2026-05-03T10:00:00Z,Synthetic gateway capture REF-C04-000306,AUTH-C04-000306,gateway_duplicate_reference
GTW-C04-000683,REF-C04-000307,378.14,BRL,2026-05-04T10:12:00Z,Synthetic gateway capture REF-C04-000307,AUTH-C04-000307,gateway_duplicate_reference
GTW-C04-000684,REF-C04-000308,1188.87,BRL,2026-04-07T10:24:00Z,Synthetic gateway capture REF-C04-000308,AUTH-C04-000308,gateway_duplicate_reference
GTW-C04-000685,REF-C04-000309,317.73,BRL,2026-04-08T10:36:00Z,Synthetic gateway capture REF-C04-000309,AUTH-C04-000309,gateway_duplicate_reference
GTW-C04-000686,REF-C04-000310,747.25,BRL,2026-04-09T10:48:00Z,Synthetic gateway capture REF-C04-000310,AUTH-C04-000310,gateway_duplicate_reference
GTW-C04-000687,REF-C04-000311,1298.33,BRL,2026-04-10T11:00:00Z,Synthetic gateway capture REF-C04-000311,AUTH-C04-000311,gateway_duplicate_reference
GTW-C04-000688,REF-C04-000312,420.70,EUR,2026-04-11T08:00:00Z,Synthetic gateway capture REF-C04-000312,AUTH-C04-000312,gateway_duplicate_reference
GTW-C04-000689,REF-C04-000313,1287.87,BRL,2026-04-12T08:12:00Z,Synthetic gateway capture REF-C04-000313,AUTH-C04-000313,gateway_duplicate_reference
GTW-C04-000690,REF-C04-000314,393.00,BRL,2026-04-13T08:24:00Z,Synthetic gateway capture REF-C04-000314,AUTH-C04-000314,gateway_duplicate_reference
GTW-C04-000691,REF-C04-000315,1243.33,BRL,2026-04-14T08:36:00Z,Synthetic gateway capture REF-C04-000315,AUTH-C04-000315,gateway_duplicate_reference
GTW-C04-000692,REF-C04-000316,1241.54,BRL,2026-04-15T08:48:00Z,Synthetic gateway capture REF-C04-000316,AUTH-C04-000316,gateway_duplicate_reference
GTW-C04-000693,REF-C04-000317,185.52,BRL,2026-04-16T09:00:00Z,Synthetic gateway capture REF-C04-000317,AUTH-C04-000317,gateway_duplicate_reference
GTW-C04-000694,REF-C04-000318,496.64,BRL,2026-04-17T09:12:00Z,Synthetic gateway capture REF-C04-000318,AUTH-C04-000318,gateway_duplicate_reference
GTW-C04-000695,REF-C04-000319,324.17,BRL,2026-04-18T09:24:00Z,Synthetic gateway capture REF-C04-000319,AUTH-C04-000319,gateway_duplicate_reference
GTW-C04-000696,REF-C04-000320,389.22,BRL,2026-04-19T09:36:00Z,Synthetic gateway capture REF-C04-000320,AUTH-C04-000320,gateway_duplicate_reference
GTW-C04-000697,REF-C04-000321,568.44,BRL,2026-04-20T09:48:00Z,Synthetic gateway capture REF-C04-000321,AUTH-C04-000321,gateway_duplicate_reference
GTW-C04-000698,REF-C04-000322,222.42,BRL,2026-04-21T10:00:00Z,Synthetic gateway capture REF-C04-000322,AUTH-C04-000322,gateway_duplicate_reference
GTW-C04-000699,REF-C04-000323,161.25,BRL,2026-04-22T10:12:00Z,Synthetic gateway capture REF-C04-000323,AUTH-C04-000323,gateway_duplicate_reference
GTW-C04-000700,REF-C04-000324,961.94,BRL,2026-04-23T10:24:00Z,Synthetic gateway capture REF-C04-000324,AUTH-C04-000324,gateway_duplicate_reference
GTW-C04-000701,REF-C04-007701,886.17,BRL,2026-04-08T10:36:00Z,Synthetic gateway capture REF-C04-007701,AUTH-C04-007701,gateway_only_unmatched
GTW-C04-000702,REF-C04-007702,124.59,BRL,2026-04-09T10:48:00Z,Synthetic gateway capture REF-C04-007702,AUTH-C04-007702,gateway_only_unmatched
GTW-C04-000703,REF-C04-007703,1180.68,BRL,2026-04-10T11:00:00Z,Synthetic gateway capture REF-C04-007703,AUTH-C04-007703,gateway_only_unmatched
GTW-C04-000704,REF-C04-007704,923.97,BRL,2026-04-11T08:00:00Z,Synthetic gateway capture REF-C04-007704,AUTH-C04-007704,gateway_only_unmatched
GTW-C04-000705,REF-C04-007705,748.57,BRL,2026-04-12T08:12:00Z,Synthetic gateway capture REF-C04-007705,AUTH-C04-007705,gateway_only_unmatched
GTW-C04-000706,REF-C04-007706,506.76,BRL,2026-04-13T08:24:00Z,Synthetic gateway capture REF-C04-007706,AUTH-C04-007706,gateway_only_unmatched
GTW-C04-000707,REF-C04-007707,59.98,BRL,2026-04-14T08:36:00Z,Synthetic gateway capture REF-C04-007707,AUTH-C04-007707,gateway_only_unmatched
GTW-C04-000708,REF-C04-007708,331.07,BRL,2026-04-15T08:48:00Z,Synthetic gateway capture REF-C04-007708,AUTH-C04-007708,gateway_only_unmatched
GTW-C04-000709,REF-C04-007709,1252.67,BRL,2026-04-16T09:00:00Z,Synthetic gateway capture REF-C04-007709,AUTH-C04-007709,gateway_only_unmatched
GTW-C04-000710,REF-C04-007710,983.45,BRL,2026-04-17T09:12:00Z,Synthetic gateway capture REF-C04-007710,AUTH-C04-007710,gateway_only_unmatched
GTW-C04-000711,REF-C04-007711,962.35,BRL,2026-04-18T09:24:00Z,Synthetic gateway capture REF-C04-007711,AUTH-C04-007711,gateway_only_unmatched
GTW-C04-000712,REF-C04-007712,331.57,BRL,2026-04-19T09:36:00Z,Synthetic gateway capture REF-C04-007712,AUTH-C04-007712,gateway_only_unmatched
GTW-C04-000713,REF-C04-007713,847.60,BRL,2026-04-20T09:48:00Z,Synthetic gateway capture REF-C04-007713,AUTH-C04-007713,gateway_only_unmatched
GTW-C04-000714,REF-C04-007714,902.81,BRL,2026-04-21T10:00:00Z,Synthetic gateway capture REF-C04-007714,AUTH-C04-007714,gateway_only_unmatched
GTW-C04-000715,REF-C04-007715,151.97,BRL,2026-04-22T10:12:00Z,Synthetic gateway capture REF-C04-007715,AUTH-C04-007715,gateway_only_unmatched
GTW-C04-000716,REF-C04-007716,335.26,USD,2026-04-23T10:24:00Z,Synthetic gateway capture REF-C04-007716,AUTH-C04-007716,gateway_only_unmatched
GTW-C04-000717,REF-C04-007717,535.01,BRL,2026-04-24T10:36:00Z,Synthetic gateway capture REF-C04-007717,AUTH-C04-007717,gateway_only_unmatched
GTW-C04-000718,REF-C04-007718,888.70,BRL,2026-04-25T10:48:00Z,Synthetic gateway capture REF-C04-007718,AUTH-C04-007718,gateway_only_unmatched
GTW-C04-000719,REF-C04-007719,806.65,BRL,2026-04-26T11:00:00Z,Synthetic gateway capture REF-C04-007719,AUTH-C04-007719,gateway_only_unmatched
GTW-C04-000720,REF-C04-007720,485.10,BRL,2026-04-27T08:00:00Z,Synthetic gateway capture REF-C04-007720,AUTH-C04-007720,gateway_only_unmatched
GTW-C04-000721,REF-C04-007721,719.12,BRL,2026-04-28T08:12:00Z,Synthetic gateway capture REF-C04-007721,AUTH-C04-007721,gateway_only_unmatched
GTW-C04-000722,REF-C04-007722,827.10,BRL,2026-04-29T08:24:00Z,Synthetic gateway capture REF-C04-007722,AUTH-C04-007722,gateway_only_unmatched
GTW-C04-000723,REF-C04-007723,247.58,BRL,2026-04-30T08:36:00Z,Synthetic gateway capture REF-C04-007723,AUTH-C04-007723,gateway_only_unmatched
GTW-C04-000724,REF-C04-007724,416.37,BRL,2026-05-01T08:48:00Z,Synthetic gateway capture REF-C04-007724,AUTH-C04-007724,gateway_only_unmatched
GTW-C04-000725,REF-C04-007725,684.95,BRL,2026-05-02T09:00:00Z,Synthetic gateway capture REF-C04-007725,AUTH-C04-007725,gateway_only_unmatched
GTW-C04-000726,REF-C04-007726,642.48,BRL,2026-05-03T09:12:00Z,Synthetic gateway capture REF-C04-007726,AUTH-C04-007726,gateway_only_unmatched
GTW-C04-000727,REF-C04-007727,104.39,BRL,2026-05-04T09:24:00Z,Synthetic gateway capture REF-C04-007727,AUTH-C04-007727,gateway_only_unmatched
GTW-C04-000728,REF-C04-007728,971.25,EUR,2026-04-07T09:36:00Z,Synthetic gateway capture REF-C04-007728,AUTH-C04-007728,gateway_only_unmatched
GTW-C04-000729,REF-C04-007729,408.27,BRL,2026-04-08T09:48:00Z,Synthetic gateway capture REF-C04-007729,AUTH-C04-007729,gateway_only_unmatched
GTW-C04-000730,REF-C04-007730,850.35,BRL,2026-04-09T10:00:00Z,Synthetic gateway capture REF-C04-007730,AUTH-C04-007730,gateway_only_unmatched
GTW-C04-000731,REF-C04-007731,593.37,BRL,2026-04-10T10:12:00Z,Synthetic gateway capture REF-C04-007731,AUTH-C04-007731,gateway_only_unmatched
GTW-C04-000732,REF-C04-007732,28.44,BRL,2026-04-11T10:24:00Z,Synthetic gateway capture REF-C04-007732,AUTH-C04-007732,gateway_only_unmatched
GTW-C04-000733,REF-C04-007733,645.66,BRL,2026-04-12T10:36:00Z,Synthetic gateway capture REF-C04-007733,AUTH-C04-007733,gateway_only_unmatched
GTW-C04-000734,REF-C04-007734,186.52,BRL,2026-04-13T10:48:00Z,Synthetic gateway capture REF-C04-007734,AUTH-C04-007734,gateway_only_unmatched
GTW-C04-000735,REF-C04-007735,130.64,BRL,2026-04-14T11:00:00Z,Synthetic gateway capture REF-C04-007735,AUTH-C04-007735,gateway_only_unmatched
GTW-C04-000736,REF-C04-007736,869.26,BRL,2026-04-15T08:00:00Z,Synthetic gateway capture REF-C04-007736,AUTH-C04-007736,gateway_only_unmatched
GTW-C04-000737,REF-C04-007737,208.61,BRL,2026-04-16T08:12:00Z,Synthetic gateway capture REF-C04-007737,AUTH-C04-007737,gateway_only_unmatched
GTW-C04-000738,REF-C04-007738,1013.15,BRL,2026-04-17T08:24:00Z,Synthetic gateway capture REF-C04-007738,AUTH-C04-007738,gateway_only_unmatched
GTW-C04-000739,REF-C04-007739,411.68,BRL,2026-04-18T08:36:00Z,Synthetic gateway capture REF-C04-007739,AUTH-C04-007739,gateway_only_unmatched
GTW-C04-000740,REF-C04-007740,-105.81,BRL,2026-04-19T08:48:00Z,Synthetic gateway capture REF-C04-007740,AUTH-C04-007740,gateway_only_unmatched
GTW-C04-000741,REF-C04-007741,405.80,BRL,2026-04-20T09:00:00Z,Synthetic gateway capture REF-C04-007741,AUTH-C04-007741,gateway_only_unmatched
GTW-C04-000742,REF-C04-007742,601.59,BRL,2026-04-21T09:12:00Z,Synthetic gateway capture REF-C04-007742,AUTH-C04-007742,gateway_only_unmatched
GTW-C04-000743,REF-C04-007743,773.21,BRL,2026-04-22T09:24:00Z,Synthetic gateway capture REF-C04-007743,AUTH-C04-007743,gateway_only_unmatched
GTW-C04-000744,REF-C04-007744,1012.43,BRL,2026-04-23T09:36:00Z,Synthetic gateway capture REF-C04-007744,AUTH-C04-007744,gateway_only_unmatched
GTW-C04-000745,REF-C04-007745,556.91,BRL,2026-04-24T09:48:00Z,Synthetic gateway capture REF-C04-007745,AUTH-C04-007745,gateway_only_unmatched
GTW-C04-000746,REF-C04-007746,738.03,BRL,2026-04-25T10:00:00Z,Synthetic gateway capture REF-C04-007746,AUTH-C04-007746,gateway_only_unmatched
GTW-C04-000747,REF-C04-007747,630.11,BRL,2026-04-26T10:12:00Z,Synthetic gateway capture REF-C04-007747,AUTH-C04-007747,gateway_only_unmatched
GTW-C04-000748,REF-C04-007748,617.09,BRL,2026-04-27T10:24:00Z,Synthetic gateway capture REF-C04-007748,AUTH-C04-007748,gateway_only_unmatched
GTW-C04-000749,REF-C04-007749,788.90,BRL,2026-04-28T10:36:00Z,Synthetic gateway capture REF-C04-007749,AUTH-C04-007749,gateway_only_unmatched
GTW-C04-000750,REF-C04-007750,825.33,BRL,2026-04-29T10:48:00Z,Synthetic gateway capture REF-C04-007750,AUTH-C04-007750,gateway_only_unmatched
GTW-C04-000751,REF-C04-007751,70.64,BRL,2026-04-30T11:00:00Z,Synthetic gateway capture REF-C04-007751,AUTH-C04-007751,gateway_only_unmatched
GTW-C04-000752,REF-C04-007752,154.93,USD,2026-05-01T08:00:00Z,Synthetic gateway capture REF-C04-007752,AUTH-C04-007752,gateway_only_unmatched
GTW-C04-000753,REF-C04-007753,116.76,BRL,2026-05-02T08:12:00Z,Synthetic gateway capture REF-C04-007753,AUTH-C04-007753,gateway_only_unmatched
GTW-C04-000754,REF-C04-007754,331.24,BRL,2026-05-03T08:24:00Z,Synthetic gateway capture REF-C04-007754,AUTH-C04-007754,gateway_only_unmatched
GTW-C04-000755,REF-C04-007755,670.70,BRL,2026-05-04T08:36:00Z,Synthetic gateway capture REF-C04-007755,AUTH-C04-007755,gateway_only_unmatched
GTW-C04-000756,REF-C04-007756,1257.35,BRL,2026-04-07T08:48:00Z,Synthetic gateway capture REF-C04-007756,AUTH-C04-007756,gateway_only_unmatched
GTW-C04-000757,REF-C04-007757,1254.53,BRL,2026-04-08T09:00:00Z,Synthetic gateway capture REF-C04-007757,AUTH-C04-007757,gateway_only_unmatched
GTW-C04-000758,REF-C04-007758,1229.94,BRL,2026-04-09T09:12:00Z,Synthetic gateway capture REF-C04-007758,AUTH-C04-007758,gateway_only_unmatched
GTW-C04-000759,REF-C04-007759,983.79,BRL,2026-04-10T09:24:00Z,Synthetic gateway capture REF-C04-007759,AUTH-C04-007759,gateway_only_unmatched
GTW-C04-000760,REF-C04-007760,966.29,BRL,2026-04-11T09:36:00Z,Synthetic gateway capture REF-C04-007760,AUTH-C04-007760,gateway_only_unmatched
GTW-C04-000761,REF-C04-007761,314.87,BRL,2026-04-12T09:48:00Z,Synthetic gateway capture REF-C04-007761,AUTH-C04-007761,gateway_only_unmatched
GTW-C04-000762,REF-C04-007762,1235.34,BRL,2026-04-13T10:00:00Z,Synthetic gateway capture REF-C04-007762,AUTH-C04-007762,gateway_only_unmatched
GTW-C04-000763,REF-C04-007763,821.04,BRL,2026-04-14T10:12:00Z,Synthetic gateway capture REF-C04-007763,AUTH-C04-007763,gateway_only_unmatched
GTW-C04-000764,REF-C04-007764,100.80,EUR,2026-04-15T10:24:00Z,Synthetic gateway capture REF-C04-007764,AUTH-C04-007764,gateway_only_unmatched
GTW-C04-000765,REF-C04-007765,834.45,BRL,2026-04-16T10:36:00Z,Synthetic gateway capture REF-C04-007765,AUTH-C04-007765,gateway_only_unmatched
GTW-C04-000766,REF-C04-007766,1224.33,BRL,2026-04-17T10:48:00Z,Synthetic gateway capture REF-C04-007766,AUTH-C04-007766,gateway_only_unmatched
GTW-C04-000767,REF-C04-007767,273.52,BRL,2026-04-18T11:00:00Z,Synthetic gateway capture REF-C04-007767,AUTH-C04-007767,gateway_only_unmatched
GTW-C04-000768,REF-C04-007768,1095.49,BRL,2026-04-19T08:00:00Z,Synthetic gateway capture REF-C04-007768,AUTH-C04-007768,gateway_only_unmatched
GTW-C04-000769,REF-C04-007769,764.23,BRL,2026-04-20T08:12:00Z,Synthetic gateway capture REF-C04-007769,AUTH-C04-007769,gateway_only_unmatched
GTW-C04-000770,REF-C04-007770,871.39,BRL,2026-04-21T08:24:00Z,Synthetic gateway capture REF-C04-007770,AUTH-C04-007770,gateway_only_unmatched
GTW-C04-000771,REF-C04-007771,21.60,BRL,2026-04-22T08:36:00Z,Synthetic gateway capture REF-C04-007771,AUTH-C04-007771,gateway_only_unmatched
GTW-C04-000772,REF-C04-007772,1084.89,BRL,2026-04-23T08:48:00Z,Synthetic gateway capture REF-C04-007772,AUTH-C04-007772,gateway_only_unmatched
GTW-C04-000773,REF-C04-007773,638.66,BRL,2026-04-24T09:00:00Z,Synthetic gateway capture REF-C04-007773,AUTH-C04-007773,gateway_only_unmatched
GTW-C04-000774,REF-C04-007774,1017.38,BRL,2026-04-25T09:12:00Z,Synthetic gateway capture REF-C04-007774,AUTH-C04-007774,gateway_only_unmatched
GTW-C04-000775,REF-C04-007775,783.79,BRL,2026-04-26T09:24:00Z,Synthetic gateway capture REF-C04-007775,AUTH-C04-007775,gateway_only_unmatched
GTW-C04-000776,REF-C04-007776,1141.34,BRL,2026-04-27T09:36:00Z,Synthetic gateway capture REF-C04-007776,AUTH-C04-007776,gateway_only_unmatched
GTW-C04-000777,REF-C04-007777,301.67,BRL,2026-04-28T09:48:00Z,Synthetic gateway capture REF-C04-007777,AUTH-C04-007777,gateway_only_unmatched
GTW-C04-000778,REF-C04-007778,395.56,BRL,2026-04-29T10:00:00Z,Synthetic gateway capture REF-C04-007778,AUTH-C04-007778,gateway_only_unmatched
GTW-C04-000779,REF-C04-007779,969.11,BRL,2026-04-30T10:12:00Z,Synthetic gateway capture REF-C04-007779,AUTH-C04-007779,gateway_only_unmatched
GTW-C04-000780,REF-C04-007780,671.50,BRL,2026-05-01T10:24:00Z,Synthetic gateway capture REF-C04-007780,AUTH-C04-007780,gateway_only_unmatched
GTW-C04-000781,REF-C04-007781,44.46,BRL,2026-05-02T10:36:00Z,Synthetic gateway capture REF-C04-007781,AUTH-C04-007781,gateway_only_unmatched
GTW-C04-000782,REF-C04-007782,172.66,BRL,2026-05-03T10:48:00Z,Synthetic gateway capture REF-C04-007782,AUTH-C04-007782,gateway_only_unmatched
GTW-C04-000783,REF-C04-007783,-58.60,BRL,2026-05-04T11:00:00Z,Synthetic gateway capture REF-C04-007783,AUTH-C04-007783,gateway_only_unmatched
GTW-C04-000784,REF-C04-007784,615.90,BRL,2026-04-07T08:00:00Z,Synthetic gateway capture REF-C04-007784,AUTH-C04-007784,gateway_only_unmatched
GTW-C04-000785,REF-C04-007785,779.41,BRL,2026-04-08T08:12:00Z,Synthetic gateway capture REF-C04-007785,AUTH-C04-007785,gateway_only_unmatched
GTW-C04-000786,REF-C04-007786,1051.88,BRL,2026-04-09T08:24:00Z,Synthetic gateway capture REF-C04-007786,AUTH-C04-007786,gateway_only_unmatched
GTW-C04-000787,REF-C04-007787,171.13,BRL,2026-04-10T08:36:00Z,Synthetic gateway capture REF-C04-007787,AUTH-C04-007787,gateway_only_unmatched
GTW-C04-000788,REF-C04-007788,327.82,USD,2026-04-11T08:48:00Z,Synthetic gateway capture REF-C04-007788,AUTH-C04-007788,gateway_only_unmatched
GTW-C04-000789,REF-C04-007789,1011.83,BRL,2026-04-12T09:00:00Z,Synthetic gateway capture REF-C04-007789,AUTH-C04-007789,gateway_only_unmatched
GTW-C04-000790,REF-C04-007790,590.85,BRL,2026-04-13T09:12:00Z,Synthetic gateway capture REF-C04-007790,AUTH-C04-007790,gateway_only_unmatched
GTW-C04-000791,REF-C04-007791,752.05,BRL,2026-04-14T09:24:00Z,Synthetic gateway capture REF-C04-007791,AUTH-C04-007791,gateway_only_unmatched
GTW-C04-000792,REF-C04-007792,677.24,BRL,2026-04-15T09:36:00Z,Synthetic gateway capture REF-C04-007792,AUTH-C04-007792,gateway_only_unmatched
GTW-C04-000793,REF-C04-007793,979.70,BRL,2026-04-16T09:48:00Z,Synthetic gateway capture REF-C04-007793,AUTH-C04-007793,gateway_only_unmatched
GTW-C04-000794,REF-C04-007794,1250.43,BRL,2026-04-17T10:00:00Z,Synthetic gateway capture REF-C04-007794,AUTH-C04-007794,gateway_only_unmatched
GTW-C04-000795,REF-C04-007795,1171.94,BRL,2026-04-18T10:12:00Z,Synthetic gateway capture REF-C04-007795,AUTH-C04-007795,gateway_only_unmatched
GTW-C04-000796,REF-C04-007796,378.58,BRL,2026-04-19T10:24:00Z,Synthetic gateway capture REF-C04-007796,AUTH-C04-007796,gateway_only_unmatched
GTW-C04-000797,REF-C04-007797,1283.35,BRL,2026-04-20T10:36:00Z,Synthetic gateway capture REF-C04-007797,AUTH-C04-007797,gateway_only_unmatched
GTW-C04-000798,REF-C04-007798,503.49,BRL,2026-04-21T10:48:00Z,Synthetic gateway capture REF-C04-007798,AUTH-C04-007798,gateway_only_unmatched
GTW-C04-000799,REF-C04-007799,14.77,BRL,2026-04-22T11:00:00Z,Synthetic gateway capture REF-C04-007799,AUTH-C04-007799,gateway_only_unmatched
GTW-C04-000800,REF-C04-007800,85.60,EUR,2026-04-23T08:00:00Z,Synthetic gateway capture REF-C04-007800,AUTH-C04-007800,gateway_only_unmatched
GTW-C04-000801,REF-C04-007801,974.07,BRL,2026-04-24T08:12:00Z,Synthetic gateway capture REF-C04-007801,AUTH-C04-007801,gateway_only_unmatched
GTW-C04-000802,REF-C04-007802,1260.76,BRL,2026-04-25T08:24:00Z,Synthetic gateway capture REF-C04-007802,AUTH-C04-007802,gateway_only_unmatched
GTW-C04-000803,REF-C04-007803,492.51,BRL,2026-04-26T08:36:00Z,Synthetic gateway capture REF-C04-007803,AUTH-C04-007803,gateway_only_unmatched
GTW-C04-000804,REF-C04-007804,449.04,BRL,2026-04-27T08:48:00Z,Synthetic gateway capture REF-C04-007804,AUTH-C04-007804,gateway_only_unmatched
GTW-C04-000805,REF-C04-007805,632.45,BRL,2026-04-28T09:00:00Z,Synthetic gateway capture REF-C04-007805,AUTH-C04-007805,gateway_only_unmatched
GTW-C04-000806,REF-C04-007806,492.91,BRL,2026-04-29T09:12:00Z,Synthetic gateway capture REF-C04-007806,AUTH-C04-007806,gateway_only_unmatched
GTW-C04-000807,REF-C04-007807,463.85,BRL,2026-04-30T09:24:00Z,Synthetic gateway capture REF-C04-007807,AUTH-C04-007807,gateway_only_unmatched
GTW-C04-000808,REF-C04-007808,406.46,BRL,2026-05-01T09:36:00Z,Synthetic gateway capture REF-C04-007808,AUTH-C04-007808,gateway_only_unmatched
GTW-C04-000809,REF-C04-007809,483.55,BRL,2026-05-02T09:48:00Z,Synthetic gateway capture REF-C04-007809,AUTH-C04-007809,gateway_only_unmatched
GTW-C04-000810,REF-C04-007810,1198.41,BRL,2026-05-03T10:00:00Z,Synthetic gateway capture REF-C04-007810,AUTH-C04-007810,gateway_only_unmatched
GTW-C04-000811,REF-C04-007811,896.26,BRL,2026-05-04T10:12:00Z,Synthetic gateway capture REF-C04-007811,AUTH-C04-007811,gateway_only_unmatched
GTW-C04-000812,REF-C04-007812,964.07,BRL,2026-04-07T10:24:00Z,Synthetic gateway capture REF-C04-007812,AUTH-C04-007812,gateway_only_unmatched
GTW-C04-000813,REF-C04-007813,725.19,BRL,2026-04-08T10:36:00Z,Synthetic gateway capture REF-C04-007813,AUTH-C04-007813,gateway_only_unmatched
GTW-C04-000814,REF-C04-007814,378.38,BRL,2026-04-09T10:48:00Z,Synthetic gateway capture REF-C04-007814,AUTH-C04-007814,gateway_only_unmatched
GTW-C04-000815,REF-C04-007815,1091.87,BRL,2026-04-10T11:00:00Z,Synthetic gateway capture REF-C04-007815,AUTH-C04-007815,gateway_only_unmatched
GTW-C04-000816,REF-C04-007816,1125.44,BRL,2026-04-11T08:00:00Z,Synthetic gateway capture REF-C04-007816,AUTH-C04-007816,gateway_only_unmatched
GTW-C04-000817,REF-C04-007817,50.12,BRL,2026-04-12T08:12:00Z,Synthetic gateway capture REF-C04-007817,AUTH-C04-007817,gateway_only_unmatched
GTW-C04-000818,REF-C04-007818,605.56,BRL,2026-04-13T08:24:00Z,Synthetic gateway capture REF-C04-007818,AUTH-C04-007818,gateway_only_unmatched
GTW-C04-000819,REF-C04-007819,50.99,BRL,2026-04-14T08:36:00Z,Synthetic gateway capture REF-C04-007819,AUTH-C04-007819,gateway_only_unmatched
GTW-C04-000820,REF-C04-007820,112.80,BRL,2026-04-15T08:48:00Z,Synthetic gateway capture REF-C04-007820,AUTH-C04-007820,gateway_only_unmatched
GTW-C04-000821,REF-C04-007821,346.92,BRL,2026-04-16T09:00:00Z,Synthetic gateway capture REF-C04-007821,AUTH-C04-007821,gateway_only_unmatched
GTW-C04-000822,REF-C04-007822,686.96,BRL,2026-04-17T09:12:00Z,Synthetic gateway capture REF-C04-007822,AUTH-C04-007822,gateway_only_unmatched
GTW-C04-000823,REF-C04-007823,927.20,BRL,2026-04-18T09:24:00Z,Synthetic gateway capture REF-C04-007823,AUTH-C04-007823,gateway_only_unmatched
GTW-C04-000824,REF-C04-007824,220.61,USD,2026-04-19T09:36:00Z,Synthetic gateway capture REF-C04-007824,AUTH-C04-007824,gateway_only_unmatched
GTW-C04-000825,REF-C04-007825,179.33,BRL,2026-04-20T09:48:00Z,Synthetic gateway capture REF-C04-007825,AUTH-C04-007825,gateway_only_unmatched
GTW-C04-000826,REF-C04-007826,-23.05,BRL,2026-04-21T10:00:00Z,Synthetic gateway capture REF-C04-007826,AUTH-C04-007826,gateway_only_unmatched
GTW-C04-000827,REF-C04-007827,36.03,BRL,2026-04-22T10:12:00Z,Synthetic gateway capture REF-C04-007827,AUTH-C04-007827,gateway_only_unmatched
GTW-C04-000828,REF-C04-007828,1122.88,BRL,2026-04-23T10:24:00Z,Synthetic gateway capture REF-C04-007828,AUTH-C04-007828,gateway_only_unmatched
GTW-C04-000829,REF-C04-007829,846.50,BRL,2026-04-24T10:36:00Z,Synthetic gateway capture REF-C04-007829,AUTH-C04-007829,gateway_only_unmatched
GTW-C04-000830,REF-C04-007830,132.43,BRL,2026-04-25T10:48:00Z,Synthetic gateway capture REF-C04-007830,AUTH-C04-007830,gateway_only_unmatched
GTW-C04-000831,REF-C04-007831,875.18,BRL,2026-04-26T11:00:00Z,Synthetic gateway capture REF-C04-007831,AUTH-C04-007831,gateway_only_unmatched
GTW-C04-000832,REF-C04-007832,685.68,BRL,2026-04-27T08:00:00Z,Synthetic gateway capture REF-C04-007832,AUTH-C04-007832,gateway_only_unmatched
GTW-C04-000833,REF-C04-007833,556.46,BRL,2026-04-28T08:12:00Z,Synthetic gateway capture REF-C04-007833,AUTH-C04-007833,gateway_only_unmatched
GTW-C04-000834,REF-C04-007834,1279.99,BRL,2026-04-29T08:24:00Z,Synthetic gateway capture REF-C04-007834,AUTH-C04-007834,gateway_only_unmatched
GTW-C04-000835,REF-C04-007835,1037.45,BRL,2026-04-30T08:36:00Z,Synthetic gateway capture REF-C04-007835,AUTH-C04-007835,gateway_only_unmatched
GTW-C04-000836,REF-C04-007836,1212.13,EUR,2026-05-01T08:48:00Z,Synthetic gateway capture REF-C04-007836,AUTH-C04-007836,gateway_only_unmatched
GTW-C04-000837,REF-C04-007837,137.71,BRL,2026-05-02T09:00:00Z,Synthetic gateway capture REF-C04-007837,AUTH-C04-007837,gateway_only_unmatched
GTW-C04-000838,REF-C04-007838,778.36,BRL,2026-05-03T09:12:00Z,Synthetic gateway capture REF-C04-007838,AUTH-C04-007838,gateway_only_unmatched
GTW-C04-000839,REF-C04-007839,1015.97,BRL,2026-05-04T09:24:00Z,Synthetic gateway capture REF-C04-007839,AUTH-C04-007839,gateway_only_unmatched
GTW-C04-000840,REF-C04-007840,332.07,BRL,2026-04-07T09:36:00Z,Synthetic gateway capture REF-C04-007840,AUTH-C04-007840,gateway_only_unmatched
GTW-C04-000841,REF-C04-007841,573.57,BRL,2026-04-08T09:48:00Z,Synthetic gateway capture REF-C04-007841,AUTH-C04-007841,gateway_only_unmatched
GTW-C04-000842,REF-C04-007842,1249.86,BRL,2026-04-09T10:00:00Z,Synthetic gateway capture REF-C04-007842,AUTH-C04-007842,gateway_only_unmatched
GTW-C04-000843,REF-C04-007843,1138.44,BRL,2026-04-10T10:12:00Z,Synthetic gateway capture REF-C04-007843,AUTH-C04-007843,gateway_only_unmatched
